#===========================================================
#Electricity production in the European Union by source
#
#Source:
#[1] Yearly electricity data
#
#    EMBER
#    https://ember-energy.org/data/yearly-electricity-data/
#    (Accessed on 11 March 2025)
#
#Available under CC-BY-4.0
#https://ember-energy.org/creative-commons/
#https://creativecommons.org/licenses/by/4.0/deed.en
#
#Values are in TWh/Year
#===========================================================
Country,Year,Source,Value
Germany,2020,Coal,134.6
Germany,2020,Gas,95.0
Germany,2020,Hydro,18.72
Germany,2020,Nuclear,64.38
Germany,2020,Other Fossil,21.28
Germany,2020,Other Renewables,0.23
Germany,2020,Solar,49.5
Germany,2020,Wind,132.11
Germany,2021,Bioenergy,49.1
Germany,2021,Coal,164.65
Germany,2021,Gas,90.31
Germany,2021,Hydro,19.66
Germany,2021,Nuclear,69.13
Germany,2021,Other Fossil,22.24
Germany,2021,Other Renewables,0.24
Germany,2021,Solar,49.34
Germany,2021,Wind,114.16
Germany,2022,Bioenergy,48.6
Germany,2022,Coal,179.93
Germany,2022,Gas,79.05
Germany,2022,Hydro,17.62
Germany,2022,Nuclear,34.71
Germany,2022,Other Fossil,21.65
Germany,2022,Other Renewables,0.21
Germany,2022,Solar,60.3
Germany,2022,Wind,124.81
Germany,2023,Bioenergy,45.91
Germany,2023,Coal,124.97
Germany,2023,Gas,77.73
Germany,2023,Hydro,19.89
Germany,2023,Nuclear,7.22
Germany,2023,Other Fossil,22.09
Germany,2023,Other Renewables,0.19
Germany,2023,Solar,61.22
Germany,2023,Wind,137.48
Germany,2024,Bioenergy,45.91
Germany,2024,Coal,104.35
Germany,2024,Gas,79.15
Germany,2024,Hydro,23.41
Germany,2024,Nuclear,0.0
Germany,2024,Other Fossil,19.43
Germany,2024,Other Renewables,0.19
Germany,2024,Solar,70.99
Germany,2024,Wind,133.44
Greece,2000,Bioenergy,0.0
Greece,2000,Coal,34.31
Greece,2000,Gas,5.92
Greece,2000,Hydro,3.69
Greece,2000,Nuclear,0.0
Greece,2000,Other Fossil,8.57
Greece,2000,Other Renewables,0.0
Greece,2000,Solar,0.0
Greece,2000,Wind,0.45
Greece,2001,Bioenergy,0.08
Greece,2001,Coal,35.43
Greece,2001,Gas,6.13
Greece,2001,Hydro,2.1
Greece,2001,Nuclear,0.0
Greece,2001,Other Fossil,8.04
Greece,2001,Other Renewables,0.0
Greece,2001,Solar,0.0
Greece,2001,Wind,0.76
Greece,2002,Bioenergy,0.13
Greece,2002,Coal,34.57
Greece,2002,Gas,7.06
Greece,2002,Hydro,2.8
Greece,2002,Nuclear,0.0
Greece,2002,Other Fossil,8.15
Greece,2002,Other Renewables,0.0
Greece,2002,Solar,0.0
Greece,2002,Wind,0.65
Greece,2003,Bioenergy,0.1
Greece,2003,Coal,35.17
Greece,2003,Gas,8.02
Greece,2003,Hydro,4.77
Greece,2003,Nuclear,0.0
Greece,2003,Other Fossil,8.2
Greece,2003,Other Renewables,0.0
Greece,2003,Solar,0.0
Greece,2003,Wind,1.02
Greece,2004,Bioenergy,0.12
Greece,2004,Coal,35.38
Greece,2004,Gas,8.99
Greece,2004,Hydro,4.67
Greece,2004,Nuclear,0.0
Greece,2004,Other Fossil,7.94
Greece,2004,Other Renewables,0.0
Greece,2004,Solar,0.0
Greece,2004,Wind,1.12
Greece,2005,Bioenergy,0.12
Greece,2005,Coal,35.54
Greece,2005,Gas,8.17
Greece,2005,Hydro,5.02
Greece,2005,Nuclear,0.0
Greece,2005,Other Fossil,8.61
Greece,2005,Other Renewables,0.0
Greece,2005,Solar,0.0
Greece,2005,Wind,1.27
Greece,2006,Bioenergy,0.11
Greece,2006,Coal,32.26
Greece,2006,Gas,10.61
Greece,2006,Hydro,5.86
Greece,2006,Nuclear,0.0
Greece,2006,Other Fossil,8.87
Greece,2006,Other Renewables,0.0
Greece,2006,Solar,0.0
Greece,2006,Wind,1.7
Greece,2007,Bioenergy,0.18
Greece,2007,Coal,34.68
Greece,2007,Gas,14.16
Greece,2007,Hydro,2.59
Greece,2007,Nuclear,0.0
Greece,2007,Other Fossil,8.97
Greece,2007,Other Renewables,0.0
Greece,2007,Solar,0.0
Greece,2007,Wind,1.82
Greece,2008,Bioenergy,0.19
Greece,2008,Coal,33.36
Greece,2008,Gas,13.8
Greece,2008,Hydro,3.31
Greece,2008,Nuclear,0.0
Greece,2008,Other Fossil,9.27
Greece,2008,Other Renewables,0.0
Greece,2008,Solar,0.01
Greece,2008,Wind,2.24
Greece,2009,Bioenergy,0.22
Greece,2009,Coal,34.19
Greece,2009,Gas,11.02
Greece,2009,Hydro,5.35
Greece,2009,Nuclear,0.0
Greece,2009,Other Fossil,6.97
Greece,2009,Other Renewables,0.0
Greece,2009,Solar,0.05
Greece,2009,Wind,2.54
Greece,2010,Bioenergy,0.19
Greece,2010,Coal,30.8
Greece,2010,Gas,9.85
Greece,2010,Hydro,7.47
Greece,2010,Nuclear,0.0
Greece,2010,Other Fossil,5.43
Greece,2010,Other Renewables,0.0
Greece,2010,Solar,0.16
Greece,2010,Wind,2.71
Greece,2011,Bioenergy,0.21
Greece,2011,Coal,31.07
Greece,2011,Gas,14.07
Greece,2011,Hydro,4.01
Greece,2011,Nuclear,0.0
Greece,2011,Other Fossil,5.16
Greece,2011,Other Renewables,0.0
Greece,2011,Solar,0.61
Greece,2011,Wind,3.32
Greece,2012,Bioenergy,0.2
Greece,2012,Coal,31.11
Greece,2012,Gas,13.48
Greece,2012,Hydro,4.39
Greece,2012,Nuclear,0.0
Greece,2012,Other Fossil,5.19
Greece,2012,Other Renewables,0.0
Greece,2012,Solar,1.69
Greece,2012,Wind,3.85
Greece,2013,Bioenergy,0.22
Greece,2013,Coal,26.4
Greece,2013,Gas,10.88
Greece,2013,Hydro,6.35
Greece,2013,Nuclear,0.0
Greece,2013,Other Fossil,4.73
Greece,2013,Other Renewables,0.0
Greece,2013,Solar,3.65
Greece,2013,Wind,4.14
Greece,2014,Bioenergy,0.22
Greece,2014,Coal,25.75
Greece,2014,Gas,6.79
Greece,2014,Hydro,4.48
Greece,2014,Nuclear,0.0
Greece,2014,Other Fossil,4.9
Greece,2014,Other Renewables,0.0
Greece,2014,Solar,3.79
Greece,2014,Wind,3.69
Greece,2015,Bioenergy,0.23
Greece,2015,Coal,22.11
Greece,2015,Gas,9.09
Greece,2015,Hydro,6.1
Greece,2015,Nuclear,0.0
Greece,2015,Other Fossil,5.0
Greece,2015,Other Renewables,0.0
Greece,2015,Solar,3.9
Greece,2015,Wind,4.62
Greece,2016,Bioenergy,0.27
Greece,2016,Coal,18.88
Greece,2016,Gas,14.97
Greece,2016,Hydro,5.54
Greece,2016,Nuclear,0.0
Greece,2016,Other Fossil,5.1
Greece,2016,Other Renewables,0.0
Greece,2016,Solar,3.93
Greece,2016,Wind,5.15
Greece,2017,Bioenergy,0.31
Greece,2017,Coal,18.76
Greece,2017,Gas,17.13
Greece,2017,Hydro,3.96
Greece,2017,Nuclear,0.0
Greece,2017,Other Fossil,5.11
Greece,2017,Other Renewables,0.0
Greece,2017,Solar,3.99
Greece,2017,Wind,5.54
Greece,2018,Bioenergy,0.31
Greece,2018,Coal,17.19
Greece,2018,Gas,14.09
Greece,2018,Hydro,5.74
Greece,2018,Nuclear,0.0
Greece,2018,Other Fossil,5.19
Greece,2018,Other Renewables,0.0
Greece,2018,Solar,3.79
Greece,2018,Wind,6.3
Greece,2019,Bioenergy,0.4
Greece,2019,Coal,12.12
Greece,2019,Gas,14.5
Greece,2019,Hydro,4.0
Greece,2019,Nuclear,0.0
Greece,2019,Other Fossil,5.23
Greece,2019,Other Renewables,0.0
Greece,2019,Solar,4.43
Greece,2019,Wind,7.27
Greece,2020,Bioenergy,0.45
Greece,2020,Coal,6.61
Greece,2020,Gas,19.23
Greece,2020,Hydro,3.34
Greece,2020,Nuclear,0.0
Greece,2020,Other Fossil,4.12
Greece,2020,Other Renewables,0.0
Greece,2020,Solar,4.45
Greece,2020,Wind,9.31
Greece,2021,Bioenergy,0.5
Greece,2021,Coal,5.32
Greece,2021,Gas,22.49
Greece,2021,Hydro,5.9
Greece,2021,Nuclear,0.0
Greece,2021,Other Fossil,4.3
Greece,2021,Other Renewables,0.0
Greece,2021,Solar,5.25
Greece,2021,Wind,10.48
Greece,2022,Bioenergy,0.57
Greece,2022,Coal,5.76
Greece,2022,Gas,19.14
Greece,2022,Hydro,3.86
Greece,2022,Nuclear,0.0
Greece,2022,Other Fossil,4.32
Greece,2022,Other Renewables,0.0
Greece,2022,Solar,7.14
Greece,2022,Wind,10.88
Greece,2023,Bioenergy,0.65
Greece,2023,Coal,4.59
Greece,2023,Gas,15.98
Greece,2023,Hydro,3.82
Greece,2023,Nuclear,0.0
Greece,2023,Other Fossil,3.98
Greece,2023,Other Renewables,0.0
Greece,2023,Solar,8.89
Greece,2023,Wind,10.92
Greece,2024,Bioenergy,0.65
Greece,2024,Coal,3.29
Greece,2024,Gas,21.51
Greece,2024,Hydro,3.08
Greece,2024,Nuclear,0.0
Greece,2024,Other Fossil,3.98
Greece,2024,Other Renewables,0.0
Greece,2024,Solar,12.34
Greece,2024,Wind,12.45
Hungary,2000,Bioenergy,0.06
Hungary,2000,Coal,9.59
Hungary,2000,Gas,6.6
Hungary,2000,Hydro,0.18
Hungary,2000,Nuclear,14.18
Hungary,2000,Other Fossil,4.58
Hungary,2000,Other Renewables,0.0
Hungary,2000,Solar,0.0
Hungary,2001,Bioenergy,0.07
Hungary,2001,Coal,8.84
Hungary,2001,Gas,8.86
Hungary,2001,Hydro,0.19
Hungary,2001,Nuclear,14.13
Hungary,2001,Other Fossil,4.33
Hungary,2001,Other Renewables,0.0
Hungary,2001,Solar,0.0
Hungary,2001,Wind,0.0
Hungary,2002,Bioenergy,0.04
Hungary,2002,Coal,8.98
Hungary,2002,Gas,10.74
Hungary,2002,Hydro,0.19
Hungary,2002,Nuclear,13.95
Hungary,2002,Other Fossil,2.25
Hungary,2002,Other Renewables,0.0
Hungary,2002,Solar,0.0
Hungary,2002,Wind,0.0
Hungary,2003,Bioenergy,0.16
Hungary,2003,Coal,9.17
Hungary,2003,Gas,11.88
Hungary,2003,Hydro,0.17
Hungary,2003,Nuclear,11.01
Hungary,2003,Other Fossil,1.74
Hungary,2003,Other Renewables,0.0
Hungary,2003,Solar,0.0
Hungary,2003,Wind,0.0
Hungary,2004,Bioenergy,0.73
Hungary,2004,Coal,8.18
Hungary,2004,Gas,11.72
Hungary,2004,Hydro,0.2
Hungary,2004,Nuclear,11.91
Hungary,2004,Other Fossil,0.96
Hungary,2004,Other Renewables,0.0
Hungary,2004,Solar,0.0
Hungary,2004,Wind,0.01
Hungary,2005,Bioenergy,1.66
Hungary,2005,Coal,7.02
Hungary,2005,Gas,12.38
Hungary,2005,Hydro,0.2
Hungary,2005,Nuclear,13.83
Hungary,2005,Other Fossil,0.65
Hungary,2005,Other Renewables,0.0
Hungary,2005,Solar,0.0
Hungary,2005,Wind,0.01
Hungary,2006,Bioenergy,1.26
Hungary,2006,Coal,7.0
Hungary,2006,Gas,13.16
Hungary,2006,Hydro,0.19
Hungary,2006,Nuclear,13.46
Hungary,2006,Other Fossil,0.74
Hungary,2006,Other Renewables,0.0
Hungary,2006,Solar,0.0
Hungary,2006,Wind,0.04
Hungary,2007,Bioenergy,1.56
Hungary,2007,Coal,7.37
Hungary,2007,Gas,15.23
Hungary,2007,Hydro,0.21
Hungary,2007,Nuclear,14.68
Hungary,2007,Other Fossil,0.8
Hungary,2007,Other Renewables,0.0
Hungary,2007,Solar,0.0
Hungary,2007,Wind,0.11
Hungary,2008,Bioenergy,1.94
Hungary,2008,Coal,7.08
Hungary,2008,Gas,15.18
Hungary,2008,Hydro,0.21
Hungary,2008,Nuclear,14.82
Hungary,2008,Other Fossil,0.59
Hungary,2008,Other Renewables,0.0
Hungary,2008,Solar,0.0
Hungary,2008,Wind,0.2
Hungary,2009,Bioenergy,2.33
Hungary,2009,Coal,6.34
Hungary,2009,Gas,10.42
Hungary,2009,Hydro,0.23
Hungary,2009,Nuclear,15.43
Hungary,2009,Other Fossil,0.83
Hungary,2009,Other Renewables,0.0
Hungary,2009,Solar,0.0
Hungary,2009,Wind,0.33
Hungary,2010,Bioenergy,2.3
Hungary,2010,Coal,6.23
Hungary,2010,Gas,11.6
Hungary,2010,Hydro,0.19
Hungary,2010,Nuclear,15.76
Hungary,2010,Other Fossil,0.75
Hungary,2010,Other Renewables,0.0
Hungary,2010,Solar,0.0
Hungary,2010,Wind,0.53
Hungary,2011,Bioenergy,1.86
Hungary,2011,Coal,6.48
Hungary,2011,Gas,10.74
Hungary,2011,Hydro,0.22
Hungary,2011,Nuclear,15.69
Hungary,2011,Other Fossil,0.4
Hungary,2011,Other Renewables,0.0
Hungary,2011,Solar,0.0
Hungary,2011,Wind,0.63
Hungary,2012,Bioenergy,1.65
Hungary,2012,Coal,6.34
Hungary,2012,Gas,9.4
Hungary,2012,Hydro,0.21
Hungary,2012,Nuclear,15.79
Hungary,2012,Other Fossil,0.45
Hungary,2012,Other Renewables,0.0
Hungary,2012,Solar,0.01
Hungary,2012,Wind,0.77
Hungary,2013,Bioenergy,1.83
Hungary,2013,Coal,6.3
Hungary,2013,Gas,5.54
Hungary,2013,Hydro,0.21
Hungary,2013,Nuclear,15.37
Hungary,2013,Other Fossil,0.28
Hungary,2013,Other Renewables,0.0
Hungary,2013,Solar,0.02
Hungary,2013,Wind,0.72
Hungary,2014,Bioenergy,2.13
Hungary,2014,Coal,5.99
Hungary,2014,Gas,4.24
Hungary,2014,Hydro,0.3
Hungary,2014,Nuclear,15.65
Hungary,2014,Other Fossil,0.35
Hungary,2014,Other Renewables,0.0
Hungary,2014,Solar,0.07
Hungary,2014,Wind,0.66
Hungary,2015,Bioenergy,2.16
Hungary,2015,Coal,5.79
Hungary,2015,Gas,5.11
Hungary,2015,Hydro,0.23
Hungary,2015,Nuclear,15.83
Hungary,2015,Other Fossil,0.38
Hungary,2015,Other Renewables,0.0
Hungary,2015,Solar,0.14
Hungary,2015,Wind,0.69
Hungary,2016,Bioenergy,2.07
Hungary,2016,Coal,5.63
Hungary,2016,Gas,6.48
Hungary,2016,Hydro,0.26
Hungary,2016,Nuclear,16.05
Hungary,2016,Other Fossil,0.47
Hungary,2016,Other Renewables,0.0
Hungary,2016,Solar,0.24
Hungary,2016,Wind,0.68
Hungary,2017,Bioenergy,2.15
Hungary,2017,Coal,4.93
Hungary,2017,Gas,7.87
Hungary,2017,Hydro,0.22
Hungary,2017,Nuclear,16.1
Hungary,2017,Other Fossil,0.54
Hungary,2017,Other Renewables,0.0
Hungary,2017,Solar,0.35
Hungary,2017,Wind,0.76
Hungary,2018,Bioenergy,2.3
Hungary,2018,Coal,4.67
Hungary,2018,Gas,7.28
Hungary,2018,Hydro,0.22
Hungary,2018,Nuclear,15.73
Hungary,2018,Other Fossil,0.6
Hungary,2018,Other Renewables,0.01
Hungary,2018,Solar,0.63
Hungary,2018,Wind,0.61
Hungary,2019,Bioenergy,2.23
Hungary,2019,Coal,4.03
Hungary,2019,Gas,8.7
Hungary,2019,Hydro,0.22
Hungary,2019,Nuclear,16.29
Hungary,2019,Other Fossil,0.56
Hungary,2019,Other Renewables,0.02
Hungary,2019,Solar,1.5
Hungary,2019,Wind,0.73
Hungary,2020,Bioenergy,2.15
Hungary,2020,Coal,3.71
Hungary,2020,Gas,9.09
Hungary,2020,Hydro,0.24
Hungary,2020,Nuclear,16.06
Hungary,2020,Other Fossil,0.54
Hungary,2020,Other Renewables,0.02
Hungary,2020,Solar,2.46
Hungary,2020,Wind,0.65
Hungary,2021,Bioenergy,2.23
Hungary,2021,Coal,3.01
Hungary,2021,Gas,9.65
Hungary,2021,Hydro,0.21
Hungary,2021,Nuclear,15.99
Hungary,2021,Other Fossil,0.54
Hungary,2021,Other Renewables,0.01
Hungary,2021,Solar,3.8
Hungary,2021,Wind,0.66
Hungary,2022,Bioenergy,2.14
Hungary,2022,Coal,2.99
Hungary,2022,Gas,8.87
Hungary,2022,Hydro,0.18
Hungary,2022,Nuclear,15.81
Hungary,2022,Other Fossil,0.45
Hungary,2022,Other Renewables,0.0
Hungary,2022,Solar,4.73
Hungary,2022,Wind,0.61
Hungary,2023,Bioenergy,1.56
Hungary,2023,Coal,2.49
Hungary,2023,Gas,7.28
Hungary,2023,Hydro,0.22
Hungary,2023,Nuclear,15.92
Hungary,2023,Other Fossil,0.47
Hungary,2023,Other Renewables,0.02
Hungary,2023,Solar,6.93
Hungary,2023,Wind,0.63
Hungary,2024,Bioenergy,1.74
Hungary,2024,Coal,2.41
Hungary,2024,Gas,7.15
Hungary,2024,Hydro,0.23
Hungary,2024,Nuclear,16.04
Hungary,2024,Other Fossil,0.45
Hungary,2024,Other Renewables,0.09
Hungary,2024,Solar,9.4
Hungary,2024,Wind,0.67
Ireland,2000,Bioenergy,0.09
Ireland,2000,Coal,6.82
Ireland,2000,Gas,9.26
Ireland,2000,Hydro,0.85
Ireland,2000,Nuclear,0.0
Ireland,2000,Other Fossil,6.36
Ireland,2000,Other Renewables,0.0
Ireland,2000,Solar,0.0
Ireland,2000,Wind,0.24
Ireland,2001,Bioenergy,0.1
Ireland,2001,Coal,7.06
Ireland,2001,Gas,9.15
Ireland,2001,Hydro,0.6
Ireland,2001,Nuclear,0.0
Ireland,2001,Other Fossil,7.34
Ireland,2001,Other Renewables,0.0
Ireland,2001,Solar,0.0
Ireland,2001,Wind,0.33
Ireland,2002,Bioenergy,0.08
Ireland,2002,Coal,6.82
Ireland,2002,Gas,10.83
Ireland,2002,Hydro,0.91
Ireland,2002,Nuclear,0.0
Ireland,2002,Other Fossil,5.77
Ireland,2002,Other Renewables,0.0
Ireland,2002,Solar,0.0
Ireland,2002,Wind,0.39
Ireland,2003,Bioenergy,0.09
Ireland,2003,Coal,6.2
Ireland,2003,Gas,13.04
Ireland,2003,Hydro,0.6
Ireland,2003,Nuclear,0.0
Ireland,2003,Other Fossil,4.44
Ireland,2003,Other Renewables,0.0
Ireland,2003,Solar,0.0
Ireland,2003,Wind,0.45
Ireland,2004,Bioenergy,0.11
Ireland,2004,Coal,6.23
Ireland,2004,Gas,12.9
Ireland,2004,Hydro,0.63
Ireland,2004,Nuclear,0.0
Ireland,2004,Other Fossil,4.66
Ireland,2004,Other Renewables,0.0
Ireland,2004,Solar,0.0
Ireland,2004,Wind,0.65
Ireland,2005,Bioenergy,0.13
Ireland,2005,Coal,6.39
Ireland,2005,Gas,11.57
Ireland,2005,Hydro,0.63
Ireland,2005,Nuclear,0.0
Ireland,2005,Other Fossil,5.75
Ireland,2005,Other Renewables,0.0
Ireland,2005,Solar,0.0
Ireland,2005,Wind,1.11
Ireland,2006,Bioenergy,0.13
Ireland,2006,Coal,5.88
Ireland,2006,Gas,13.79
Ireland,2006,Hydro,0.72
Ireland,2006,Nuclear,0.0
Ireland,2006,Other Fossil,4.93
Ireland,2006,Other Renewables,0.0
Ireland,2006,Solar,0.0
Ireland,2006,Wind,1.62
Ireland,2007,Bioenergy,0.18
Ireland,2007,Coal,5.44
Ireland,2007,Gas,16.06
Ireland,2007,Hydro,0.67
Ireland,2007,Nuclear,0.0
Ireland,2007,Other Fossil,4.02
Ireland,2007,Other Renewables,0.0
Ireland,2007,Solar,0.0
Ireland,2007,Wind,1.96
Ireland,2008,Bioenergy,0.22
Ireland,2008,Coal,5.14
Ireland,2008,Gas,16.72
Ireland,2008,Hydro,0.97
Ireland,2008,Nuclear,0.0
Ireland,2008,Other Fossil,4.43
Ireland,2008,Other Renewables,0.0
Ireland,2008,Solar,0.0
Ireland,2008,Wind,2.41
Ireland,2009,Bioenergy,0.26
Ireland,2009,Coal,4.0
Ireland,2009,Gas,16.3
Ireland,2009,Hydro,0.9
Ireland,2009,Nuclear,0.0
Ireland,2009,Other Fossil,3.52
Ireland,2009,Other Renewables,0.0
Ireland,2009,Solar,0.0
Ireland,2009,Wind,2.96
Ireland,2010,Bioenergy,0.31
Ireland,2010,Coal,3.55
Ireland,2010,Gas,18.11
Ireland,2010,Hydro,0.6
Ireland,2010,Nuclear,0.0
Ireland,2010,Other Fossil,2.73
Ireland,2010,Other Renewables,0.0
Ireland,2010,Solar,0.0
Ireland,2010,Wind,2.81
Ireland,2011,Bioenergy,0.34
Ireland,2011,Coal,3.94
Ireland,2011,Gas,15.43
Ireland,2011,Hydro,0.71
Ireland,2011,Nuclear,0.0
Ireland,2011,Other Fossil,2.33
Ireland,2011,Other Renewables,0.0
Ireland,2011,Solar,0.0
Ireland,2011,Wind,4.38
Ireland,2012,Bioenergy,0.44
Ireland,2012,Coal,5.02
Ireland,2012,Gas,14.14
Ireland,2012,Hydro,0.8
Ireland,2012,Nuclear,0.0
Ireland,2012,Other Fossil,2.68
Ireland,2012,Other Renewables,0.0
Ireland,2012,Solar,0.0
Ireland,2012,Wind,4.01
Ireland,2013,Bioenergy,0.49
Ireland,2013,Coal,4.28
Ireland,2013,Gas,13.13
Ireland,2013,Hydro,0.6
Ireland,2013,Nuclear,0.0
Ireland,2013,Other Fossil,2.5
Ireland,2013,Other Renewables,0.0
Ireland,2013,Solar,0.0
Ireland,2013,Wind,4.54
Ireland,2014,Bioenergy,0.54
Ireland,2014,Coal,3.96
Ireland,2014,Gas,12.64
Ireland,2014,Hydro,0.71
Ireland,2014,Nuclear,0.0
Ireland,2014,Other Fossil,2.79
Ireland,2014,Other Renewables,0.0
Ireland,2014,Solar,0.0
Ireland,2014,Wind,5.14
Ireland,2015,Bioenergy,0.48
Ireland,2015,Coal,4.87
Ireland,2015,Gas,12.37
Ireland,2015,Hydro,0.81
Ireland,2015,Nuclear,0.0
Ireland,2015,Other Fossil,2.94
Ireland,2015,Other Renewables,0.0
Ireland,2015,Solar,0.0
Ireland,2015,Wind,6.57
Ireland,2016,Bioenergy,0.68
Ireland,2016,Coal,4.7
Ireland,2016,Gas,15.33
Ireland,2016,Hydro,0.68
Ireland,2016,Nuclear,0.0
Ireland,2016,Other Fossil,2.66
Ireland,2016,Other Renewables,0.0
Ireland,2016,Solar,0.0
Ireland,2016,Wind,6.15
Ireland,2017,Bioenergy,0.74
Ireland,2017,Coal,3.64
Ireland,2017,Gas,15.68
Ireland,2017,Hydro,0.69
Ireland,2017,Nuclear,0.0
Ireland,2017,Other Fossil,2.46
Ireland,2017,Other Renewables,0.0
Ireland,2017,Solar,0.01
Ireland,2017,Wind,7.44
Ireland,2018,Bioenergy,0.85
Ireland,2018,Coal,2.15
Ireland,2018,Gas,16.02
Ireland,2018,Hydro,0.69
Ireland,2018,Nuclear,0.0
Ireland,2018,Other Fossil,2.53
Ireland,2018,Other Renewables,0.0
Ireland,2018,Solar,0.02
Ireland,2018,Wind,8.64
Ireland,2019,Bioenergy,0.85
Ireland,2019,Coal,0.51
Ireland,2019,Gas,15.91
Ireland,2019,Hydro,0.89
Ireland,2019,Nuclear,0.0
Ireland,2019,Other Fossil,2.5
Ireland,2019,Other Renewables,0.0
Ireland,2019,Solar,0.03
Ireland,2019,Wind,10.02
Ireland,2020,Bioenergy,0.92
Ireland,2020,Coal,0.67
Ireland,2020,Gas,16.24
Ireland,2020,Hydro,0.93
Ireland,2020,Nuclear,0.0
Ireland,2020,Other Fossil,1.6
Ireland,2020,Other Renewables,0.0
Ireland,2020,Solar,0.06
Ireland,2020,Wind,11.55
Ireland,2021,Bioenergy,0.99
Ireland,2021,Coal,2.72
Ireland,2021,Gas,15.16
Ireland,2021,Hydro,0.75
Ireland,2021,Nuclear,0.0
Ireland,2021,Other Fossil,2.1
Ireland,2021,Other Renewables,0.0
Ireland,2021,Solar,0.08
Ireland,2021,Wind,9.78
Ireland,2022,Bioenergy,1.01
Ireland,2022,Coal,2.37
Ireland,2022,Gas,16.53
Ireland,2022,Hydro,0.7
Ireland,2022,Nuclear,0.0
Ireland,2022,Other Fossil,1.64
Ireland,2022,Other Renewables,0.0
Ireland,2022,Solar,0.15
Ireland,2022,Wind,11.21
Ireland,2023,Bioenergy,0.83
Ireland,2023,Coal,1.21
Ireland,2023,Gas,15.35
Ireland,2023,Hydro,0.94
Ireland,2023,Nuclear,0.0
Ireland,2023,Other Fossil,0.7
Ireland,2023,Other Renewables,0.0
Ireland,2023,Solar,0.65
Ireland,2023,Wind,11.68
Ireland,2024,Bioenergy,0.83
Ireland,2024,Coal,0.95
Ireland,2024,Gas,15.14
Ireland,2024,Hydro,0.76
Ireland,2024,Nuclear,0.0
Ireland,2024,Other Fossil,0.8
Ireland,2024,Other Renewables,0.0
Ireland,2024,Solar,0.97
Ireland,2024,Wind,11.44
Italy,2000,Bioenergy,1.39
Italy,2000,Coal,26.28
Italy,2000,Gas,101.36
Italy,2000,Hydro,44.2
Italy,2000,Nuclear,0.0
Italy,2000,Other Fossil,91.43
Italy,2000,Other Renewables,4.7
Italy,2000,Solar,0.02
Italy,2000,Wind,0.56
Italy,2001,Bioenergy,1.83
Italy,2001,Coal,31.73
Italy,2001,Gas,104.19
Italy,2001,Hydro,46.81
Italy,2001,Nuclear,0.0
Italy,2001,Other Fossil,81.63
Italy,2001,Other Renewables,4.51
Italy,2001,Solar,0.02
Italy,2001,Wind,1.18
Italy,2002,Bioenergy,2.71
Italy,2002,Coal,35.45
Italy,2002,Gas,99.41
Italy,2002,Hydro,39.52
Italy,2002,Nuclear,0.0
Italy,2002,Other Fossil,94.36
Italy,2002,Other Renewables,4.66
Italy,2002,Solar,0.02
Italy,2002,Wind,1.4
Italy,2003,Bioenergy,3.37
Italy,2003,Coal,38.81
Italy,2003,Gas,117.3
Italy,2003,Hydro,36.67
Italy,2003,Nuclear,0.0
Italy,2003,Other Fossil,83.3
Italy,2003,Other Renewables,5.34
Italy,2003,Solar,0.02
Italy,2003,Wind,1.46
Italy,2004,Bioenergy,4.22
Italy,2004,Coal,45.52
Italy,2004,Gas,129.84
Italy,2004,Hydro,42.34
Italy,2004,Nuclear,0.0
Italy,2004,Other Fossil,64.48
Italy,2004,Other Renewables,5.44
Italy,2004,Solar,0.03
Italy,2004,Wind,1.84
Italy,2005,Bioenergy,4.67
Italy,2005,Coal,43.61
Italy,2005,Gas,149.33
Italy,2005,Hydro,36.07
Italy,2005,Nuclear,0.0
Italy,2005,Other Fossil,53.26
Italy,2005,Other Renewables,5.32
Italy,2005,Solar,0.03
Italy,2005,Wind,2.34
Italy,2006,Bioenergy,5.11
Italy,2006,Coal,44.21
Italy,2006,Gas,158.14
Italy,2006,Hydro,36.99
Italy,2006,Nuclear,0.0
Italy,2006,Other Fossil,52.62
Italy,2006,Other Renewables,5.53
Italy,2006,Solar,0.04
Italy,2006,Wind,2.97
Italy,2007,Bioenergy,5.26
Italy,2007,Coal,44.11
Italy,2007,Gas,172.71
Italy,2007,Hydro,32.82
Italy,2007,Nuclear,0.0
Italy,2007,Other Fossil,41.63
Italy,2007,Other Renewables,5.57
Italy,2007,Solar,0.04
Italy,2007,Wind,4.03
Italy,2008,Bioenergy,5.97
Italy,2008,Coal,43.07
Italy,2008,Gas,172.77
Italy,2008,Hydro,41.62
Italy,2008,Nuclear,0.0
Italy,2008,Other Fossil,37.57
Italy,2008,Other Renewables,5.52
Italy,2008,Solar,0.19
Italy,2008,Wind,4.86
Italy,2009,Bioenergy,7.56
Italy,2009,Coal,39.74
Italy,2009,Gas,147.36
Italy,2009,Hydro,49.14
Italy,2009,Nuclear,0.0
Italy,2009,Other Fossil,30.0
Italy,2009,Other Renewables,5.34
Italy,2009,Solar,0.68
Italy,2009,Wind,6.54
Italy,2010,Bioenergy,9.44
Italy,2010,Coal,39.73
Italy,2010,Gas,152.81
Italy,2010,Hydro,51.12
Italy,2010,Nuclear,0.0
Italy,2010,Other Fossil,27.12
Italy,2010,Other Renewables,5.38
Italy,2010,Solar,1.91
Italy,2010,Wind,9.12
Italy,2011,Bioenergy,10.83
